urls
https://www.yelp.com/search?find_desc=&find_loc=94101&start=0
https://www.yelp.com/search?find_desc=&find_loc=94104&start=0
https://www.yelp.com/search?find_desc=&find_loc=94108&start=0
https://www.yelp.com/search?find_desc=&find_loc=94111&start=0
https://www.yelp.com/search?find_desc=&find_loc=94115&start=0
https://www.yelp.com/search?find_desc=&find_loc=94118&start=0
https://www.yelp.com/search?find_desc=&find_loc=94123&start=0
https://www.yelp.com/search?find_desc=&find_loc=94128&start=0
https://www.yelp.com/search?find_desc=&find_loc=94131&start=0
https://www.yelp.com/search?find_desc=&find_loc=94134&start=0
https://www.yelp.com/search?find_desc=Michelin%20Star%20Restaurant&find_loc=San%20Francisco%2C%20CA
